headings,label
ചരിത്രനേട്ടത്തില്‍ രോഹിത് ധവാന്‍ കൂട്ടുകെട്ട്; പിന്നിലാക്കിയത് സച്ചിനെയും സെവാഗിനെയും,sports
ലോകത്തെ ഏറ്റവും കരുത്തുള്ള എണ്ണകമ്ബനി ഇനി അഡ്നോക്ക്,business
അനിയന്‍ സംവിധായകനാവുമ്ബോള്‍; ഇന്ദ്രജിത്ത് പറയുന്നു,entertainment
"
ജീംബൂംബായുടെ ഫസ്റ്റ് ലുക്ക് പോസ്റ്റര്‍ പുറത്തിറങ്ങി
                                            
",entertainment
'നിങ്ങളൊക്കെ എങ്ങനെ ഉണ്ടായതാണ്? ട്രോളുന്നവര്‍ക്ക് മറുപടിയുമായി സമീറ റെഡ്ഡി,entertainment
"
അടുത്ത ഒന്നര വര്‍ഷത്തിനുള്ളില്‍ 100 വസ്ത്ര വ്യാപാര സ്ഥാപനങ്ങള്‍ തുടങ്ങാന്‍ പദ്ധതിയുമായി ബാബാ രാംദേവിന്റെ പതഞ്ജലി ഗ്രൂപ്പ്
                                            
",business
നെയ്മറിന് പണികിട്ടും,sports
"സ്വര്‍ണം പവന് 24,040 രൂപയില്‍ വ്യാപാരം പുരോഗമിക്കുന്നു",business
"എ ടി എം പിന്‍വലിക്കല്‍; പണം ലഭിച്ചില്ല , എന്നാല്‍ അക്കൗണ്ടില്‍ നിന്ന് ഡെബിറ്റ് ചെയ്യപ്പെട്ടോ?",business
ഗൗതം ഗംഭീര്‍ ബി.ജെ.പി സ്ഥാനാര്‍ത്ഥി?,sports
ലോകകപ്പ്: കിരീട ഫേവറിറ്റുകള്‍ ഇന്ത്യയല്ല!! ഏറ്റവുമധികം സാധ്യത ഈ ടീമിന്... ഗവാസ്‌കറുടെ പ്രവചനം,sports
പ്രതിഭയുള്ള ആ രാജകുമാരന്‍ തിരിച്ചെത്തുന്നു!,entertainment
എസാര്‍ പവറിനെ നോട്ടമിട്ട് ആര്‍സലോര്‍ മിത്തല്‍,business
ഉസ്മാന്‍ ഖ്വാജയ്ക്ക് അര്‍ദ്ധസെഞ്ച്വറി; ഓസീസ് 100 പിന്നിട്ടു!,sports
സത്യങ്ങള്‍ ഞാന്‍ പറയാന്‍ തുടങ്ങിയാല്‍ ചിലരൊക്കെ വെള്ളം കുടിക്കും: പ്രിയ വാര്യര്‍,entertainment
കല്യാണം കഴിഞ്ഞതോടെ താന്‍ നല്ല കുട്ടിയായി എന്ന് രണ്‍വീര്‍ സിംഗ്,entertainment
മെ​യ്ഡ് ഇ​ന്‍ കേ​ര​ള 2019 പ്ര​ദ​ര്‍​ശ​നം നാ​ളെ മു​ത​ല്‍ റാ​സ​ല്‍​ഖൈ​മ​യി​ല്‍,business
സ്വര്‍ണവിലയില്‍ ഒരാഴ്ചയായിട്ടും മാറ്റമില്ല; ഉപഭോക്താക്കള്‍ ആശങ്കയില്‍,business
സീതയുടെ കണ്‍മുന്നിലേക്ക് ഇന്ദ്രന്‍! ബൈക്കിലെ മാസ്സ് എന്‍ട്രി കിടുക്കി! പ്രമോ വൈറലാവുന്നു! കാണൂ!,entertainment
കെ.പി.സി.സി അംഗം എം എന്‍ കുഞ്ഞഹമ്മദ്  ഹാജിക്കുനേരെ യൂത്ത് ലീഗുകാരുടെ കയ്യേറ്റ ശ്രമം !!!,entertainment
മൂന്നു ഗാലക്സി മോ​ഡ​ലു​ക​ളു​മാ​യി സാം​സം​ഗ്,business
"ഇന്ത്യയ്ക്ക് ടോസ്, ബോളിംഗ് തിരഞ്ഞെടുത്തു",sports
"ബിറ്റ്‌കോയിന്‍ തീവ്രവാദികള്‍ ഉപയോഗിക്കുന്നതായി സംശയം, ഇടപാട് നിയന്ത്രിക്കാന്‍ നിയമം ഈ വര്‍ഷം തന്നെ",business
അമല ഇപ്പോള്‍ തിരമാലകളുമായി പോരാടുകയാണ് : ചിത്രങ്ങള്‍ വൈറല്‍,entertainment
"ഏതെങ്കിലും സര്‍ക്കസ് കമ്ബനിക്കാര്‍ക്കു കൊണ്ടുപോയി കൊടുക്കൂ, നിനക്കെതിരെ കൊലക്കുറ്റത്തിന് കേസെടുക്കും: ഗായിക സനാ മൊയ്ദൂട്ടിക്കെതിരെ ആരാധകര്‍",entertainment
ലോകകപ്പിന് മുന്‍പ് ദക്ഷിണാഫ്രിക്കയുടെ വമ്ബന്‍ നീക്കം; സൂപ്പര്‍ താരങ്ങള്‍ ടീമില്‍,sports
സത്യങ്ങള്‍ ഞാന്‍ പറയാന്‍ തുടങ്ങിയാല്‍ ചിലരൊക്കെ വെള്ളം കുടിക്കും ; പ്രിയ വാര്യര്‍,entertainment
'മനോഹരം' ചിത്രത്തിന്‍റെ ടൈറ്റില്‍ പോസ്റ്റര്‍ പുറത്തുവിട്ടു,entertainment
ഇന്ത്യയുടെ അഞ്ച് വിക്കറ്റ് തെറിപ്പിച്ച കമ്മിന്‍സിന് അവസാന പന്തില്‍ ഭുംറ കൊടുത്ത 'സമ്മാനം'; കയ്യടിച്ച്‌ ചാടി കോഹ്ലി,sports
ഗോള്‍ഡന്‍ സാരിയില്‍ മിന്നി തിളങ്ങി ഐശു; താരത്തിന്റെ പുതിയ ചിത്രങ്ങള്‍ വൈറല്‍,entertainment
വിമാന വാടക നല്‍കാന്‍ പണമില്ലാത്തതിനാല്‍ ജെറ്റ് എയര്‍വെയ്‌സിന്റെ 13 വിമാനങ്ങള്‍ നിലത്തിറക്കി,business
ഒടിയന്‍ നൂറാം ദിവസത്തിന്‍റെ പുതിയ പോസ്റ്റര്‍ പുറത്തുവിട്ടു.,entertainment
റോക്കറ്ററി ദി നമ്ബി ഇഫക്ടില്‍ അതിഥിതാരങ്ങളായി സൂര്യയും ഷാരൂഖും,entertainment
കോട്ടയം കുഞ്ഞച്ചന്‍ രണ്ടാം ഭാഗം പ്രഖ്യാപിച്ചിട്ട് ഒരു വര്‍ഷം; നിരാശരായ ആരാധകരോട് സംവിധായകന്റെ വാക്കുകള്‍ ഇങ്ങനെ,entertainment
"
ഐ എസ്‌ എല്ലില്‍ രണ്ടാം പാദ സെമിയുടെ ആദ്യ മല്‍സരത്തില്‍ ഇന്ന് ബാംഗളൂര്‍ എഫ്‌ സി , നോര്‍ത്ത്‌ ഈസ്റ്റിനെ നേരിടും
                                            
",sports
"
രണ്‍വീര്‍ സിംഗ് ഷവോമിയുടെ ബ്രാന്‍ഡ് അംബാസഡര്‍
                                            
",business
ഹര്‍ദ്ദിക്ക് പാണ്ട്യയും ഹെലികോപ്റ്റര്‍ ഷോട്ട് അടിക്കാന്‍ പരിശീലിക്കുന്നു,sports
കം​​ഗാ​​രു റാ​​ഞ്ചി,sports
ഐഎസ്‌എല്‍ രണ്ടാം സെമി: മുംബൈയെ ഗോള്‍മഴയില്‍ മുക്കി ഗോവ,sports
"ഗാംഗുലിയുടെ ലോകകപ്പ് സാധ്യത ടീം ഇങ്ങനെ, ടീമില്‍ ട്വിസ്റ്റ്; കാര്‍ത്തിക്കും പന്തും പുറത്ത്",sports
"നവോമി, നൊവാക്ക് പുറത്ത്",sports
രവി പ്രകാശിന്റെ ശല്യം സഹിക്കാനാകുന്നില്ല; നടനെതിരെ പോലീസില്‍ പരാതി നല്‍കി വിജയലക്ഷ്മി,entertainment
ശ്യാം പുഷ്‌കരന്‍ ത്രില്ലര്‍ ചിത്രത്തിലേക്ക്,entertainment
ഒട്ടേറെ പുതുമകളുമായി ജനപ്രിയ മൊബൈല്‍ ഗെയിമായ പബ്ജിയുടെ പുതിയ അപ്‌ഡേറ്റ്,entertainment
"വീണ്ടും പിയറ്റെക്, തുടര്‍ച്ചയായ അഞ്ചാം ജയവുമായി മിലാന്‍",sports
സ്വന്തം നാട്ടില്‍ വന്ന് നാണം കെടുത്തിയ ഇന്ത്യയെ വീട്ടില്‍ കയറി തല്ലി ഓസ്‌ട്രേലിയ; തുടര്‍ച്ചയായി മൂന്ന് മത്സരങ്ങള്‍ ജയിച്ച്‌ ഇന്ത്യക്കെതിരായ ഏകദിന പരമ്ബര സ്വന്തമാക്കി ഓസ്‌ട്രേലിയ; ആദ്യ രണ്ട് മത്സരങ്ങള്‍ ജയിച്ചിട്ടും പരമ്ബര കൈവിട്ട ഞെട്ടലില്‍ കോലിപ്പട; പരമ്ബരയിലുടനീളം ഇന്ത്യയെ അടിച്ച്‌ പരത്തിയ ഉസ്മാന്‍ ഖ്വാജ കളിയിലേയും പരമ്ബരയിലേയും കേമന്‍,sports
"""കലങ്ക്"": ടീസര്‍ റിലീസ് ചെയ്തു",entertainment
ആരാധകര്‍ക്ക് സര്‍പ്രൈസ്; സിദാന്‍ റയലില്‍ തിരിച്ചെത്തുന്നതായി റിപ്പോര്‍ട്ട്!,sports
ഐപിഎല്‍ 2019: 'മഞ്ഞയില്‍ കുളിപ്പിച്ചിരിക്കും'; ബാംഗ്ലൂരിനെ വെല്ലുവിളിച്ച്‌ ചെന്നൈ സൂപ്പര്‍ കിങ്സ്,sports
അയാള്‍ ഏകദിനങ്ങള്‍ക്ക് പറ്റിയ കളിക്കാരനല്ല; യുവതാരത്തിനെതിരെ പ്രതികരിച്ച്‌ ആരാധകര്‍,sports
"ക്യാന്‍സറിനെതിരെ തീര്‍ച്ചയായും നിങ്ങള്‍ ഇന്‍ഷൂറന്‍സ് എടുക്കണം, കാരണം ഇവയാണ്",business
യാത്രക്കാര്‍ക്ക് വമ്ബന്‍ ഇളവുമായി എ​യ​ര്‍ ഏ​ഷ്യ,business
ധോണി എന്തിന് വിരമിക്കണം? പ്രായം വെറുമൊരു സംഖ്യ മാത്രം ; ധോണിയുടെ വിരമിക്കലിനെക്കുറിച്ച്‌ പ്രതികരണവുമായി സൗരവ് ഗാംഗുലി,sports
തമിഴ് ചിത്രം ഐരായുടെ പുതിയ സ്റ്റില്‍ പുറത്തിറങ്ങി,entertainment
തൊഴിലാളി-തൊഴിലുടമ ഇഎസ്‌ഐ വിഹിതത്തില്‍ മാറ്റം വരുന്നു; പുതിയ നിര്‍ദ്ദേശങ്ങള്‍ ഏപ്രില്‍ ഒന്ന് മുതല്‍ പ്രാബല്യത്തില്‍,business
പരാജയത്തിന് പിന്നാലെ ഓസ്ട്രേലിയന്‍ ക്രിക്കറ്റ് ടീമിനെ പ്രശംസിച്ച്‌ വിരാട് കൊഹ്‌ലി,sports
തകര്‍പ്പന്‍ സെഞ്ച്വറിയുമായി വാര്‍ണര്‍; തഴയപ്പെട്ടവര്‍ക്കുള്ള മുന്നറിയിപ്പോ!!! ഗംഭീര തിരിച്ചുവരവ്,sports
"ഫേസ് ബുക്കില്‍ 'എല്ലാം മറക്കാന്‍' ഒരു ബട്ടണ്‍, സ്വകാര്യതയ്ക്ക് കരുത്തേക്കാന്‍ പുതിയ സൗകര്യം",business
"എന്റെ തെറ്റ്, എന്റെ മാത്രം തെറ്റെന്ന് സെര്‍ജിയോ റാമോസ്",sports
ഇ​​ന്ത്യ അ​​ണ്ട​​ര്‍ 19 ബി​​ക്ക് കി​​രീ​​ടം,sports
മേരേ പ്യാരേ ദേശ് വാസിയോം: തീയറ്റര്‍ ലിസ്റ്റ് പുറത്തുവിട്ടു,entertainment
കര്‍ഷകര്‍ക്ക് 6000 രൂപ അനുവദികുന്ന പദ്ധതി പ്രധനമന്ത്രി ഫെബ്രവരി 24ന് ഉദ്ഘാടനം ചെയ്യും,business
സൂപ്പര്‍ താരം ക്ലബ് വിട്ടേക്കും; ഈസ്റ്റ് ബം​ഗാള്‍ ആശങ്കയില്‍,sports
നാലുമാസത്തെ ഇടവേളയ്ക്ക് ശേഷം പാര്‍വതി തിരിച്ചെത്തി!!,entertainment
നരേന്ദ്ര മോദിയായി മഞ്ഞിലൂടെ ചെരുപ്പില്ലാതെ നടന്നു; നടന് പരിക്ക്!!,entertainment
ആധാര്‍ വീണ്ടും; ബാങ്ക് അക്കൗണ്ടിനും സിം കണക്ഷനും രേഖയാക്കി പുതിയ ഓര്‍ഡിനന്‍സ്,business
ആര്‍മി ക്യാപ് ധരിച്ച്‌ ടീം ഇന്ത്യ; മാച്ച്‌ ഫീ വീരമൃത്യ വരിച്ച ജവാന്മാരുടെ കുടുംബങ്ങള്‍ക്ക്,sports
ആ തീരുമാനം ഞങ്ങളെ അദ്ഭുതപ്പെടുത്തി'-ഡിആര്‍എസ് വിവാദത്തില്‍ വിരാട് കോഹ് ലി,sports
മോഹന്‍രാജയുടെ സംവിധാനത്തില്‍ വീണ്ടും നായകനായി വിജയ്,entertainment
റയലിനെ വീഴ്ത്തി..പിന്നാലെ വിനിഷ്യസിന് പകരക്കാരനായി നെരെസ് കാനറിപ്പടയിലും,sports
"ധവാനേയും ഭുവിയേയും തരംതാഴ്ത്തി, റെയ്‌നയേയും യുവിയേയും പുറത്താക്കി",sports
"അഴിമതി, വഞ്ചന: ഐ.സി.ഐ.സി.ഐ ബാങ്ക് മുന്‍ സി.ഇ.ഒ ചന്ദ കൊച്ചാര്‍ രാജ്യം വിടുന്നത് തടയാന്‍ സി.ബി.ഐയുടെ തെരച്ചില്‍ നോട്ടീസ്",business
പത്മ ഭൂഷണ്‍ സ്വീകരിച്ച്‌ മോഹന്‍ലാല്‍; വീഡിയോ,entertainment
നാല് മാസത്തെ ഇടവേളയ്ക്ക് ശേഷം തിരിച്ചെത്തി പാര്‍വതി,entertainment
'വാച്ച്‌മാന്‍' ചിത്രത്തിന്റെ പുതിയ ലൊക്കേഷന്‍ സ്റ്റില്‍ പുറത്തുവിട്ടു,entertainment
ഇന്ത്യയില്‍ ഏഴു ലക്ഷം കോടിയുടെ നിക്ഷേപത്തിന് സൗദിക്ക് താത്പര്യം,business
ലോകത്തെ ഏറ്റവും വലിയ സമ്ബന്നന്‍ എന്ന സ്ഥാനം തുടര്‍ച്ചയായ രണ്ടാം വര്‍ഷവും നിലനിര്‍ത്തി ജെഫ് ബെസോസ്; ഇന്ത്യയില്‍നിന്ന് മുകേഷ് അംബാനി പട്ടികയില്‍,business
തെരഞ്ഞെടുപ്പില്‍ സ്വന്തം സ്ഥാനാര്‍ത്ഥിയെ നിര്‍ത്തും; ചെലവ് ഭിക്ഷയെടുത്തുണ്ടാക്കുമെന്നും റാന്നിയിലെ വ്യാപാരികള്‍,business
ഹെല്‍ത്ത് ഇന്‍ഷുറന്‍സ് കവറേജിനു  ഐ.ആര്‍.ഡി.എ ഐ യുടെ പുതിയ മാര്‍ഗ്ഗനിര്‍ദ്ദേശങ്ങള്‍,business
ഡബ്മാഷ് അടക്കമുള്ള 16 സൈറ്റുകളിലെ 60 കോടിയോളം അക്കൗണ്ടുകള്‍ ഹാക്കര്‍മാര്‍ ചോര്‍ത്തി,business
പി സ്മാര്‍ട്ട് പ്ലസിനെ വിപണിയിലെത്തിച്ച്‌ ഹുവായ്,business
സൂപ്പര്‍ താരങ്ങളെ ഒഴിവാക്കാനുള്ള ജര്‍മ്മന്‍ കോച്ചിന്റെ തീരുമാനത്തിനെതിരെ ബയേണ്‍ മ്യൂണിക്ക്,sports
നിങ്ങള്‍ അറിയാത്ത മറഞ്ഞിരിക്കുന്ന ഹോം ലോണ്‍ നിരക്കുകള്‍,business
ഡെംബെലെ ഒരുമാസം പുറത്ത‌്,sports
വമ്ബന്‍ ഓഫറുകള്‍ അവതരിപ്പിച്ച്‌ ഗോ എയര്‍,business
എച്ച്‌ഡിഎഫ്സി ബാങ്ക് ആറു ലക്ഷം കോടി വിപണിമൂല്യം മറികടന്നു,business
'ദി സൗണ്ട് സ്റ്റോറി' ചിത്രത്തിന്‍െറ പുതിയ പോസ്റ്റര്‍ പുറത്തുവിട്ടു,entertainment
കശുമാങ്ങയില്‍ നിന്ന് മൂല്യവര്‍ദ്ധിത ഉത്പന്നങ്ങള്‍ പുറത്തിറക്കാന്‍ കശുവണ്ടി വികസന കോര്‍പറേഷന്‍; ആദ്യമെത്തുക സോഡ,business
"
തലസ്ഥാനത്തെ മാസ്‌കറ്റ് ഹോട്ടല്‍ നൂറിന്റെ നിറവില്‍; പൈതൃക സംരക്ഷണത്തിനും നവീകരണത്തിനുമായി 25 കോടിയുടെ പദ്ധതി, നൂറാം വാര്‍ഷികത്തില്‍ ഹോട്ടലിന് പഞ്ചനക്ഷത്ര പദവിയും
                                            
",business
ബാംഗ്ലൂര്‍ എഫ്‌സി തങ്ങളുടെ വനിതാ ടീമിനെ പ്രഖ്യാപിച്ചു,sports
"'ഇത്ര പ്രായം ആയില്ലേ, ഇനിയെങ്കിലും മാന്യമായി വസ്ത്രം ധരിക്കൂ'; കസ്തൂരിയെ വിമര്‍ശിച്ച്‌ സോഷ്യല്‍ മീഡിയ",entertainment
"
മമ്മൂക്കയുടെ ആരാധകരുടെ കഥ പറഞ്ഞ്;  'ഇക്കയുടെ ശകടം'; ഏപ്രില്‍ 26ന് തിയേറ്റുകളില്‍
                                            
",entertainment
ഇന്ത്യന്‍ പഞ്ചസാര ഇറാനിലേക്ക്; തീരുമാനം യുഎസ് ഉപരോധം മറികടക്കാന്‍,business
"കിഴക്കന്‍ യുപിയില്‍ പ്രിയങ്കയുടെ ആദ്യ റാലി ഒരുങ്ങുന്നു, ദിവസങ്ങള്‍ക്കുള്ളില്‍ പ്രചാരണത്തിനിറങ്ങും!!",entertainment
'തമിലരസന്‍' ചിത്രത്തിലെ പുതിയ സ്റ്റില്‍ പുറത്തുവിട്ടു,entertainment
"
എഴ് വര്‍ഷത്തിനിടെ പീഡിപ്പിച്ചത് 200ലധികം യുവതികളെ, വിദ്യാര്‍ത്ഥിനികള്‍ മുതല്‍ യുവ ഡോക്ടര്‍മാര്‍ വരെ, ഞെട്ടല്‍
                                            
",entertainment
ഗോള്‍ അടിക്കുന്നതിനിടെ പരിക്ക്; ഡെംബലെ ഒരു മാസത്തോളം പുറത്തിരിക്കേണ്ടി വരും,sports
"ഫിഷറീസ് മന്ത്രാലയവുമായി രാഹുല്‍ ഗാന്ധി; വ്യാജ വാഗ്ദാനമല്ല, പറയുന്നത് നടപ്പാക്കുമെന്ന് പ്രഖ്യാപനം",entertainment
രോഹിത‌ിന‌് 8000 റണ്‍,sports
"സ്വന്തം നാട്ടില്‍ അങ്കത്തിന് ഒരുങ്ങി റനിയേരി, ഇനി റോമയുടെ പരിശീലകന്‍",sports
ഏകദിന ക്രിക്കറ്റില്‍ ഏറ്റവും വേഗത്തില്‍ എണ്ണായിരം റണ്‍സ് പൂര്‍ത്തിയാക്കുന്ന മൂന്നാമത്തെ താരമായി രോഹിത് ശര്‍മ്മ,sports
"
ഓഹരി സൂചികകള്‍ നേട്ടത്തില്‍;  196 പോയന്റില്‍ ക്ലോസ് ചെയ്തു
                                            
",business
ഇന്ത്യന്‍ ക്രിക്കറ്റ് ടീമിനെ കാത്തിരിക്കുന്നത് കടുത്ത വിലക്ക്? പ്രതികാരത്തിനൊരുങ്ങി പാകിസ്താന്‍,sports
പഞ്ചാബ് നാഷണല്‍ ബാങ്ക് അടക്കം 12 ബാങ്കുകള്‍ക്ക് മൂലധനശേഷി വര്‍ധിപ്പിക്കാന്‍ കോടികള്‍ അനുവദിച്ച്‌ കേന്ദ്ര സര്‍ക്കാര്‍ രംഗത്ത്,business
ഫെല്ലെയ്‌നി ബൂട്ടഴിക്കുന്നു; ഇനി ബെല്‍ജിയം ജേഴ്‌സിയിലിറങ്ങില്ല,sports
"
സോഷ്യല്‍ മീഡിയയില്‍ തരംഗമായി തേരപ്പാരയുടെ ഏറ്റവും പുതിയ ടീസ൪
                                            
",entertainment
ടോട്ടല്‍ ധമാലിന്‍റെ പുതിയ വീഡിയോ ഗാനം പുറത്തുവിട്ടു,entertainment
കന്പോളങ്ങളിലും യുദ്ധഭീതി,business
ആന്‍ഡ് ദി ഓസ്കാര്‍ ഗോസ് ടു പുതിയ പോസ്റ്റര്‍ പുറത്തുവിട്ടു,entertainment
"കോഹ് ലിയും ആലിയയും 'വഴിതെറ്റിക്കുന്നു'; ഹീറോയുടെയും, ലോറിയലിന്റെയും പരസ്യങ്ങള്‍ പിന്‍വലിക്കണമെന്ന് എഎസ് സിഐ",business
"
ഭാഗ്യനടിയുടെ മാനറിസങ്ങള്‍; സോഷ്യല്‍ മീഡിയയില്‍ വൈറലായി 'ഐഷു ഭാവങ്ങള്‍'
                                            
",entertainment
തീയേറ്ററില്‍ ദേശീയഗാനം വയ്ക്കുമ്ബോള്‍ എഴുന്നേറ്റ് നില്‍ക്കുന്നത് ഇഷ്ടമല്ല - പവന്‍ കല്യാണ്‍,entertainment
ടര്‍ണര്‍ ടെറര്‍...മൊഹാലി ഏകദിനത്തില്‍ ഓ​സ്ട്രേ​ലി​യ​യ്ക്ക്‌ നാല് വിക്കറ്റ് ജയം,sports
"ആഡംബര വിവാഹത്തില്‍ തിളങ്ങിയത് താരസുന്ദരിമാര്‍! ഐശ്വര്യ, ദീപിക, കരീന എല്ലാവരും ലുക്ക് കിടിലനാക്കി!!",entertainment
"
വ്യവസായികളുടെ മാര്‍ജിന്‍ മണി കുടിശ്ശികയിലുള്ള പിഴപ്പലിശ ഒഴിവാക്കി; 50 ശതമാനം പലിശയിളവും അനുവദ
                                            
",business
സുപ്രധാന സീന്‍ ഷൂട്ട് ചെയ്യാന്‍ 37 ടേക്ക്; പോണ്‍ താരമായി നടി രമ്യാ കൃഷ്ണന്‍,entertainment
അക്വാട്ടിക്: കേ​​ര​​ള പോ​​ലീ​​സി​​നു ചരി​​ത്ര​​നേ​​ട്ടം,sports
പാ​​ക്കി​​സ്ഥാ​​നെ ത​​ള്ളി ഐ​​സി​​സി,sports
"
തല ചരിച്ചൊരു വരവായിരുന്നു! തേങ്ങാക്കള്ളനെ കൈയ്യോടെ പിടികൂടിയ പാറുക്കുട്ടിയുടെ എന്‍ട്രിക്ക് കൈയ്യടി!
                                            
",entertainment
"""താരസാന്നിധ്യമില്ലാതെ ചിത്രങ്ങള്‍ ചെയ്യാന്‍ കഴിയുന്നത് ചുരുക്കം സംവിധായകര്‍ക്ക് മാത്രം""",entertainment
10 വര്‍ഷത്തിനുള്ളില്‍ ലോകത്തിലെ ഏറ്റവും വലിയ രണ്ടാമത്തെ 5G വിപണിയായി ഇന്ത്യ മാറും; ഹുവായ്,business
"രൂപ ക്ഷീണമകറ്റുന്നു ; ഡോളറിനെതിരെ 21 പൈസ നേട്ടം, മൂല്യം ഏഴുമാസത്തെ ഉയര്‍ന്ന നിരക്കില്‍",business
"ഐപിഎല്‍: ധോണിയുടെ ഫേവറിറ്റ് ഷോട്ട് യുവി മോഷ്ടിക്കുന്നു!! എതിരാളികള്‍ ജാഗ്രതൈ, മുംബൈ മിന്നിക്കും",sports
"ഓഹരി വിപണിയിലെ വിദേശ നിക്ഷേപത്തില്‍ വന്‍ വര്‍ധന; ഫെബ്രുവരിയില്‍ എത്തിയത് 17,220 കോടി",business
ഇടവേളയ്ക്ക് ശേഷം പാര്‍വതി സോഷ്യല്‍ മീഡിയയില്‍ സജീവമാകുന്നു,entertainment
"ദാദയുടെ ലോകകപ്പ് സാധ്യത ടീം ഇങ്ങനെ, ടീമില്‍ ട്വിസ്റ്റ്... കാര്‍ത്തികും പന്തും പുറത്ത്",sports
കേന്ദ്രത്തിന് വീണ്ടും തിരിച്ചടി; ഫെബ്രുവരിയില്‍ ജിഎസ്ടി വരുമാനം കുറഞ്ഞു,business
ചെന്നൈ സിറ്റിക്ക് ഒപ്പം ഐലീഗ് ചാമ്ബ്യന്മാരായി നാലു മലയാളികള്‍,sports
"എനിക്ക് ദൈവത്തോട് പരാതിയില്ല, പക്ഷെ..! ജോണ്‍സണ്‍ മാഷിന്റെ കണ്ണീരുണങ്ങാത്ത വീട്ടില്‍ ഒറ്റക്കായിപ്പോയ വേദന പങ്കുവച്ചു ഭാര്യ..",entertainment
തനിക്ക് പ്രാധാന്യം നല്‍കാന്‍ തിരക്കഥ തിരുത്തിയിട്ടില്ല- പ്രിയ വാര്യര്‍,entertainment
"ഓഹരി വിപണിയില്‍ വ്യാപാരം ആരംഭിച്ചത് നഷ്ടത്തോടെ, സെന്‍സെക്‌സ് 49 പോയന്റ് താഴ്ന്ന് 36014ലിലും നിഫ്റ്റി 15 പോയന്റ് നഷ്ടത്തില്‍ 10848ലുമാണ് വ്യാപാരം",business
പൊലീസ‌് ഇന്‍സ‌്പെക്ടറായി വരലക്ഷ‌്മി ശരത്കുമാര്‍,entertainment
റയലിന് ആശ്വാസം; സിദാന്‍ മടങ്ങിയെത്തുന്നു,sports
"""ആദ്യം സ്വന്തം പാര്‍ട്ടിയെ നന്നാക്കൂ മിഷ്ടര്‍"".. മമതയെ അഭിനന്ദിച്ച ബല്‍റാമിന് ഉപദേശം",entertainment
ഇന്ത്യയുടെ സൈന നേവാളും കെ.ശ്രീകാന്തും ഓള്‍ ഇംഗ്ലണ്ട് ബാഡ്മിന്റണ്‍ ടൂര്‍ണമെന്റിന്റെ ക്വാര്‍ട്ടര്‍ ഫൈനലില്‍,sports
വെല്ലിങ്‌ടണിലും ഇന്നിംഗ്‌സ് ജയം; ബംഗ്ലാദേശിനെതിരെ കിവികള്‍ക്ക് പരമ്ബര,sports
സിദാന്‍ വീണ്ടും റയലിലേക്ക‌്?,sports
ഒതുക്കുങ്ങല്‍ അഖിലേന്ത്യാ സെവന്‍സില്‍ ഫിഫാ മഞ്ചേരിക്ക് കിരീടം,sports
കുട്ടിക്കളിയില്ലാതെ കുടുംബഭാരം ചുമലിലേറ്റി : വേദനയില്‍ വിങ്ങാതെ ഗിന്നസ് പക്രു,entertainment
മുട്ടായി കള്ളനും മമ്മാലിയും ഇന്ന് തിയറ്ററുകളിലേക്ക്,entertainment
രാജ്യത്തെ ഉപഭോക്തൃ വില സൂചികയെ അടിസ്ഥാനമാക്കിയുളള പണപ്പെരുപ്പത്തില്‍ വന്‍ വര്‍ദ്ധനവ്; ഫെബ്രുവരിയില്‍ പണപ്പെരുപ്പം 2.57 ശതമാനമായി,business
രഹസ്യങ്ങളങ്ങനെ ചുരണ്ടാന്‍ നോക്കേണ്ട; ഫെയ്‌സ്ബുക്കില്‍ പുതിയ ഫീച്ചര്‍ 'ക്ലിയര്‍ ഹിസ്റ്ററി' ഉടന്‍,business
പാക് മന്ത്രിയുടെ ഭീഷണി; പട്ടാളത്തൊപ്പിയണിഞ്ഞ ഇന്ത്യന്‍ താരങ്ങള്‍ക്കെതിരെ നടപടിയെടുക്കാനാവില്ല,sports
വളാഞ്ചേരി സെമിയില്‍ ഫിഫയെ തകര്‍ത്ത് ഉഷാ തൃശ്ശൂര്‍ ഫൈനലില്‍,sports
'ഒത്ത സെരുപ്പ്' എന്ന ചിത്രത്തിന്‍െറ ഫസ്റ്റ്ലുക്ക് പുറത്തുവിട്ടു,entertainment
'വയലറ്റ്സുമായി' മുക്ത ദീദി ചന്ദ്,entertainment
ബാരിക്കേഡ് തകര്‍ന്ന് വീഴാന്‍ തുടങ്ങിയ ആരാധകര്‍ക്ക് രക്ഷകനായി വിജയ്,entertainment
ധോണിയേയും പന്തിനേയും താരതമ്യം ചെയ്യുന്നത് അനീതിയാണ്: ഭരത് അരുണ്‍,sports
"
ബെന്‍സേമയുടെ ഇരട്ട ഗോളില്‍ റയലിന്‍റെ തിരിച്ചുവരവ്
                                            
",sports
ആം​സ്ട്രാ​ഡ് നെ​ക്സ്റ്റ് ജ​ന​റേ​ഷ​ന്‍ എ​യ​ര്‍ ക​ണ്ടീ​ഷ​നു​ക​ള്‍ വി​പ​ണി​യി​ല്‍,business
സോ​​​ഫി​​​യ ചോ​​ദി​​ച്ചു ; എ​​​ന്തി​​​നാ​​​ണു നി​​​ങ്ങ​​​ള്‍ എ​​​ന്നെ ഭ​​​യ​​​പ്പെ​​​ടു​​​ന്ന​​​ത് ?,business
